total reward, running mean
1.000000, 1.000000
2.000000, 1.010000
0.000000, 0.999900
0.000000, 0.989901
1.000000, 0.990002
3.000000, 1.010102
0.000000, 1.000001
0.000000, 0.990001
1.000000, 0.990101
1.000000, 0.990200
2.000000, 1.000298
1.000000, 1.000295
0.000000, 0.990292
2.000000, 1.000389
2.000000, 1.010385
1.000000, 1.010281
3.000000, 1.030179
2.000000, 1.039877
3.000000, 1.059478
2.000000, 1.068883
3.000000, 1.088194
3.000000, 1.107312
3.000000, 1.126239
3.000000, 1.144977
3.000000, 1.163527
3.000000, 1.181892
2.000000, 1.190073
1.000000, 1.188172
3.000000, 1.206290
3.000000, 1.224228
2.000000, 1.231985
4.000000, 1.259665
2.000000, 1.267069
3.000000, 1.284398
2.000000, 1.291554
6.000000, 1.338639
6.000000, 1.385252
6.000000, 1.431400
3.000000, 1.447086
4.000000, 1.472615
5.000000, 1.507889
3.000000, 1.522810
6.000000, 1.567582
6.000000, 1.611906
2.000000, 1.615787
2.000000, 1.619629
2.000000, 1.623433
4.000000, 1.647198
7.000000, 1.700726
6.000000, 1.743719
6.000000, 1.786282
6.000000, 1.828419
7.000000, 1.880135
6.000000, 1.921334
6.000000, 1.962120
11.000000, 2.052499
6.000000, 2.091974
4.000000, 2.111054
12.000000, 2.209944
9.000000, 2.277844
2.000000, 2.275066
2.000000, 2.272315
2.000000, 2.269592
11.000000, 2.356896
6.000000, 2.393327
8.000000, 2.449394
7.000000, 2.494900
6.000000, 2.529951
6.000000, 2.564651
7.000000, 2.609005
2.000000, 2.602915
10.000000, 2.676886
8.000000, 2.730117
10.000000, 2.802816
14.000000, 2.914788
7.000000, 2.955640
11.000000, 3.036083
4.000000, 3.045722
9.000000, 3.105265
9.000000, 3.164213
9.000000, 3.222570
2.000000, 3.210345
8.000000, 3.258241
10.000000, 3.325659
10.000000, 3.392402
7.000000, 3.428478
3.000000, 3.424193
1.000000, 3.399952
11.000000, 3.475952
6.000000, 3.501193
10.000000, 3.566181
3.000000, 3.560519
0.000000, 3.524914
3.000000, 3.519664
16.000000, 3.644468
9.000000, 3.698023
14.000000, 3.801043
10.000000, 3.863032
16.000000, 3.984402
10.000000, 4.044558
18.000000, 4.184113
11.000000, 4.252271
18.000000, 4.389749
18.000000, 4.525851
14.000000, 4.620593
10.000000, 4.674387
3.000000, 4.657643
21.000000, 4.821066
14.000000, 4.912856
18.000000, 5.043727
20.000000, 5.193290
7.000000, 5.211357
16.000000, 5.319244
12.000000, 5.386051
20.000000, 5.532191
26.000000, 5.736869
4.000000, 5.719500
11.000000, 5.772305
19.000000, 5.904582
13.000000, 5.975536
1.000000, 5.925781
22.000000, 6.086523
9.000000, 6.115658
29.000000, 6.344501
10.000000, 6.381056
31.000000, 6.627246
30.000000, 6.860973
29.000000, 7.082363
18.000000, 7.191540
1.000000, 7.129624
11.000000, 7.168328
3.000000, 7.126645
35.000000, 7.405378
35.000000, 7.681325
34.000000, 7.944511
2.000000, 7.885066
36.000000, 8.166216
8.000000, 8.164553
30.000000, 8.382908
36.000000, 8.659079
26.000000, 8.832488
8.000000, 8.824163
19.000000, 8.925921
38.000000, 9.216662
22.000000, 9.344496
24.000000, 9.491051
18.000000, 9.576140
39.000000, 9.870379
39.000000, 10.161675
38.000000, 10.440058
0.000000, 10.335658
15.000000, 10.382301
15.000000, 10.428478
19.000000, 10.514193
33.000000, 10.739051
26.000000, 10.891661
41.000000, 11.192744
42.000000, 11.500817
41.000000, 11.795809
10.000000, 11.777851
32.000000, 11.980072
42.000000, 12.280271
27.000000, 12.427469
11.000000, 12.413194
15.000000, 12.439062
41.000000, 12.724671
10.000000, 12.697425
31.000000, 12.880450
37.000000, 13.121646
10.000000, 13.090429
43.000000, 13.389525
44.000000, 13.695630
30.000000, 13.858674
44.000000, 14.160087
45.000000, 14.468486
38.000000, 14.703801
43.000000, 14.986763
45.000000, 15.286895
46.000000, 15.594027
45.000000, 15.888086
46.000000, 16.189205
38.000000, 16.407313
48.000000, 16.723240
38.000000, 16.936008
47.000000, 17.236648
46.000000, 17.524281
26.000000, 17.609038
47.000000, 17.902948
46.000000, 18.183919
46.000000, 18.462079
7.000000, 18.347459
27.000000, 18.433984
47.000000, 18.719644
45.000000, 18.982448
27.000000, 19.062623
47.000000, 19.341997
48.000000, 19.628577
47.000000, 19.902291
37.000000, 20.073268
42.000000, 20.292536
47.000000, 20.559610
21.000000, 20.564014
34.000000, 20.698374
11.000000, 20.601390
48.000000, 20.875376
48.000000, 21.146623
47.000000, 21.405156
47.000000, 21.661105
48.000000, 21.924494
48.000000, 22.185249
48.000000, 22.443396
4.000000, 22.258962
48.000000, 22.516373
48.000000, 22.771209
48.000000, 23.023497
48.000000, 23.273262
16.000000, 23.200529
22.000000, 23.188524
30.000000, 23.256639
48.000000, 23.504072
48.000000, 23.749032
30.000000, 23.811541
10.000000, 23.673426
36.000000, 23.796692
48.000000, 24.038725
48.000000, 24.278338
48.000000, 24.515554
48.000000, 24.750399
48.000000, 24.982895
48.000000, 25.213066
38.000000, 25.340935
49.000000, 25.577526
49.000000, 25.811750
49.000000, 26.043633
49.000000, 26.273197
49.000000, 26.500465
49.000000, 26.725460
49.000000, 26.948205
9.000000, 26.768723
49.000000, 26.991036
49.000000, 27.211126
3.000000, 26.969015
49.000000, 27.189324
25.000000, 27.167431
9.000000, 26.985757
49.000000, 27.205899
49.000000, 27.423840
9.000000, 27.239602
7.000000, 27.037206
49.000000, 27.256834
29.000000, 27.274265
48.000000, 27.481523
48.000000, 27.686708
48.000000, 27.889840
48.000000, 28.090942
49.000000, 28.300033
49.000000, 28.507032
47.000000, 28.691962
48.000000, 28.885042
49.000000, 29.086192
48.000000, 29.275330
26.000000, 29.242577
49.000000, 29.440151
49.000000, 29.635749
49.000000, 29.829392
44.000000, 29.971098
48.000000, 30.151387
49.000000, 30.339873
49.000000, 30.526474
49.000000, 30.711210
48.000000, 30.884098
49.000000, 31.065257
49.000000, 31.244604
49.000000, 31.422158
26.000000, 31.367936
49.000000, 31.544257
49.000000, 31.718815
49.000000, 31.891626
49.000000, 32.062710
48.000000, 32.222083
49.000000, 32.389862
49.000000, 32.555964
49.000000, 32.720404
49.000000, 32.883200
49.000000, 33.044368
49.000000, 33.203924
49.000000, 33.361885
49.000000, 33.518266
49.000000, 33.673083
49.000000, 33.826353
49.000000, 33.978089
49.000000, 34.128308
49.000000, 34.277025
49.000000, 34.424255
49.000000, 34.570012
49.000000, 34.714312
49.000000, 34.857169
49.000000, 34.998597
49.000000, 35.138611
12.000000, 34.907225
49.000000, 35.048153
49.000000, 35.187672
49.000000, 35.325795
49.000000, 35.462537
49.000000, 35.597911
49.000000, 35.731932
23.000000, 35.604613
49.000000, 35.738567
49.000000, 35.871181
49.000000, 36.002469
49.000000, 36.132445
49.000000, 36.261120
49.000000, 36.388509
49.000000, 36.514624
49.000000, 36.639478
49.000000, 36.763083
49.000000, 36.885452
19.000000, 36.706598
49.000000, 36.829532
49.000000, 36.951236
48.000000, 37.061724
49.000000, 37.181107
39.000000, 37.199296
23.000000, 37.057303
48.000000, 37.166730
3.000000, 36.825062
3.000000, 36.486812
49.000000, 36.611944
14.000000, 36.385824
49.000000, 36.511966
49.000000, 36.636846
49.000000, 36.760478
49.000000, 36.882873
49.000000, 37.004044
49.000000, 37.124004
49.000000, 37.242764
49.000000, 37.360336
36.000000, 37.346733
49.000000, 37.463266
49.000000, 37.578633
49.000000, 37.692847
49.000000, 37.805918
49.000000, 37.917859
49.000000, 38.028680
49.000000, 38.138394
50.000000, 38.257010
49.000000, 38.364439
50.000000, 38.480795
50.000000, 38.595987
50.000000, 38.710027
49.000000, 38.812927
49.000000, 38.914798
49.000000, 39.015650
49.000000, 39.115493
49.000000, 39.214338
50.000000, 39.322195
49.000000, 39.418973
49.000000, 39.514783
49.000000, 39.609635
49.000000, 39.703539
49.000000, 39.796504
49.000000, 39.888539
49.000000, 39.979653
49.000000, 40.069857
48.000000, 40.149158
49.000000, 40.237667
49.000000, 40.325290
49.000000, 40.412037
49.000000, 40.497917
49.000000, 40.582937
49.000000, 40.667108
49.000000, 40.750437
49.000000, 40.832933
49.000000, 40.914603
49.000000, 40.995457
49.000000, 41.075503
49.000000, 41.154748
48.000000, 41.223200
49.000000, 41.300968
49.000000, 41.377959
49.000000, 41.454179
50.000000, 41.539637
49.000000, 41.614241
50.000000, 41.698098
49.000000, 41.771117
49.000000, 41.843406
11.000000, 41.534972
49.000000, 41.609622
49.000000, 41.683526
48.000000, 41.746691
49.000000, 41.819224
49.000000, 41.891032
49.000000, 41.962121
49.000000, 42.032500
49.000000, 42.102175
50.000000, 42.181154
49.000000, 42.249342
47.000000, 42.296849
49.000000, 42.363880
49.000000, 42.430241
49.000000, 42.495939
49.000000, 42.560979
49.000000, 42.625370
49.000000, 42.689116
49.000000, 42.752225
49.000000, 42.814703
48.000000, 42.866556
49.000000, 42.927890
49.000000, 42.988611
49.000000, 43.048725
10.000000, 42.718238
19.000000, 42.481055
3.000000, 42.086245
49.000000, 42.155382
50.000000, 42.233829
49.000000, 42.301490
49.000000, 42.368475
49.000000, 42.434791
49.000000, 42.500443
49.000000, 42.565438
1.000000, 42.149784
49.000000, 42.218286
49.000000, 42.286103
49.000000, 42.353242
48.000000, 42.409710
49.000000, 42.475613
12.000000, 42.170856
49.000000, 42.239148
49.000000, 42.306756
31.000000, 42.193689
49.000000, 42.261752
7.000000, 41.909134
49.000000, 41.980043
49.000000, 42.050243
49.000000, 42.119740
49.000000, 42.188543
49.000000, 42.256657
47.000000, 42.304091
49.000000, 42.371050
49.000000, 42.437339
49.000000, 42.502966
48.000000, 42.557936
48.000000, 42.612357
49.000000, 42.676233
48.000000, 42.729471
48.000000, 42.782176
48.000000, 42.834355
49.000000, 42.896011
49.000000, 42.957051
49.000000, 43.017480
49.000000, 43.077306
49.000000, 43.136533
49.000000, 43.195167
49.000000, 43.253216
49.000000, 43.310683
49.000000, 43.367577
49.000000, 43.423901
49.000000, 43.479662
48.000000, 43.524865
49.000000, 43.579617
49.000000, 43.633820
49.000000, 43.687482
49.000000, 43.740607
49.000000, 43.793201
49.000000, 43.845269
48.000000, 43.886817
49.000000, 43.937948
49.000000, 43.988569
49.000000, 44.038683
50.000000, 44.098296
49.000000, 44.147313
49.000000, 44.195840
49.000000, 44.243882
49.000000, 44.291443
49.000000, 44.338529
49.000000, 44.385143
49.000000, 44.431292
49.000000, 44.476979
49.000000, 44.522209
49.000000, 44.566987
49.000000, 44.611317
49.000000, 44.655204
49.000000, 44.698652
49.000000, 44.741666
49.000000, 44.784249
49.000000, 44.826406
49.000000, 44.868142
49.000000, 44.909461
49.000000, 44.950366
49.000000, 44.990863
49.000000, 45.030954
49.000000, 45.070644
49.000000, 45.109938
49.000000, 45.148839
49.000000, 45.187350
49.000000, 45.225477
49.000000, 45.263222
49.000000, 45.300590
49.000000, 45.337584
49.000000, 45.374208
49.000000, 45.410466
49.000000, 45.446361
49.000000, 45.481898
49.000000, 45.517079
48.000000, 45.541908
48.000000, 45.566489
49.000000, 45.600824
49.000000, 45.634816
49.000000, 45.668468
49.000000, 45.701783
49.000000, 45.734765
49.000000, 45.767417
49.000000, 45.799743
49.000000, 45.831746
49.000000, 45.863428
49.000000, 45.894794
49.000000, 45.925846
49.000000, 45.956588
49.000000, 45.987022
50.000000, 46.027152
49.000000, 46.056880
49.000000, 46.086311
49.000000, 46.115448
50.000000, 46.154294
49.000000, 46.182751
50.000000, 46.220923
49.000000, 46.248714
49.000000, 46.276227
50.000000, 46.313465
49.000000, 46.340330
50.000000, 46.376927
49.000000, 46.403157
49.000000, 46.429126
49.000000, 46.454835
49.000000, 46.480286
49.000000, 46.505483
50.000000, 46.540428
20.000000, 46.275024
50.000000, 46.312274
49.000000, 46.339151
49.000000, 46.365760
49.000000, 46.392102
49.000000, 46.418181
49.000000, 46.443999
49.000000, 46.469559
49.000000, 46.494864
49.000000, 46.519915
49.000000, 46.544716
50.000000, 46.579269
49.000000, 46.603476
49.000000, 46.627441
49.000000, 46.651167
49.000000, 46.674655
49.000000, 46.697909
49.000000, 46.720930
50.000000, 46.753720
50.000000, 46.786183
49.000000, 46.808321
49.000000, 46.830238
49.000000, 46.851936
49.000000, 46.873416
49.000000, 46.894682
50.000000, 46.925735
50.000000, 46.956478
50.000000, 46.986913
49.000000, 47.007044
50.000000, 47.036974
50.000000, 47.066604
50.000000, 47.095938
50.000000, 47.124978
50.000000, 47.153729
50.000000, 47.182191
50.000000, 47.210369
50.000000, 47.238266
47.000000, 47.235883
50.000000, 47.263524
50.000000, 47.290889
51.000000, 47.327980
50.000000, 47.354700
50.000000, 47.381153
50.000000, 47.407342
