total reward, running mean
1.000000, 1.000000
1.000000, 1.000000
0.000000, 0.990000
0.000000, 0.980100
0.000000, 0.970299
0.000000, 0.960596
2.000000, 0.970990
0.000000, 0.961280
2.000000, 0.971667
2.000000, 0.981951
3.000000, 1.002131
3.000000, 1.022110
2.000000, 1.031889
2.000000, 1.041570
3.000000, 1.061154
1.000000, 1.060543
3.000000, 1.079937
2.000000, 1.089138
3.000000, 1.108246
3.000000, 1.127164
3.000000, 1.145892
3.000000, 1.164433
4.000000, 1.192789
2.000000, 1.200861
3.000000, 1.218853
6.000000, 1.266664
7.000000, 1.323997
7.000000, 1.380757
6.000000, 1.426950
6.000000, 1.472680
2.000000, 1.477954
2.000000, 1.483174
6.000000, 1.528342
10.000000, 1.613059
3.000000, 1.626928
6.000000, 1.670659
2.000000, 1.673952
10.000000, 1.757213
6.000000, 1.799641
5.000000, 1.831644
2.000000, 1.833328
2.000000, 1.834995
13.000000, 1.946645
6.000000, 1.987178
2.000000, 1.987306
2.000000, 1.987433
2.000000, 1.987559
3.000000, 1.997683
6.000000, 2.037707
2.000000, 2.037330
2.000000, 2.036956
14.000000, 2.156587
2.000000, 2.155021
7.000000, 2.203471
6.000000, 2.241436
8.000000, 2.299022
0.000000, 2.276031
6.000000, 2.313271
10.000000, 2.390138
4.000000, 2.406237
14.000000, 2.522175
4.000000, 2.536953
6.000000, 2.571583
2.000000, 2.565867
14.000000, 2.680209
6.000000, 2.713407
6.000000, 2.746273
0.000000, 2.718810
0.000000, 2.691622
7.000000, 2.734706
3.000000, 2.737359
3.000000, 2.739985
2.000000, 2.732585
0.000000, 2.705259
3.000000, 2.708207
9.000000, 2.771125
11.000000, 2.853413
5.000000, 2.874879
11.000000, 2.956130
14.000000, 3.066569
27.000000, 3.305903
13.000000, 3.402844
17.000000, 3.538816
22.000000, 3.723428
1.000000, 3.696194
15.000000, 3.809232
19.000000, 3.961139
35.000000, 4.271528
34.000000, 4.568813
7.000000, 4.593124
41.000000, 4.957193
41.000000, 5.317621
42.000000, 5.684445
39.000000, 6.017601
9.000000, 6.047425
43.000000, 6.416950
44.000000, 6.792781
38.000000, 7.104853
36.000000, 7.393805
24.000000, 7.559866
11.000000, 7.594268
31.000000, 7.828325
3.000000, 7.780042
7.000000, 7.772241
30.000000, 7.994519
42.000000, 8.334574
23.000000, 8.481228
39.000000, 8.786416
42.000000, 9.118552
42.000000, 9.447366
46.000000, 9.812893
47.000000, 10.184764
46.000000, 10.542916
30.000000, 10.737487
45.000000, 11.080112
47.000000, 11.439311
47.000000, 11.794918
48.000000, 12.156969
47.000000, 12.505399
46.000000, 12.840345
47.000000, 13.181941
48.000000, 13.530122
48.000000, 13.874821
47.000000, 14.206073
48.000000, 14.544012
48.000000, 14.878572
32.000000, 15.049786
48.000000, 15.379288
48.000000, 15.705495
48.000000, 16.028440
23.000000, 16.098156
45.000000, 16.387174
48.000000, 16.703303
48.000000, 17.016270
48.000000, 17.326107
49.000000, 17.642846
14.000000, 17.606417
15.000000, 17.580353
49.000000, 17.894550
49.000000, 18.205604
47.000000, 18.493548
47.000000, 18.778613
48.000000, 19.070826
48.000000, 19.360118
47.000000, 19.636517
49.000000, 19.930152
49.000000, 20.220850
49.000000, 20.508642
48.000000, 20.783555
49.000000, 21.065720
49.000000, 21.345063
16.000000, 21.291612
21.000000, 21.288696
49.000000, 21.565809
22.000000, 21.570151
49.000000, 21.844449
17.000000, 21.796005
49.000000, 22.068045
50.000000, 22.347364
49.000000, 22.613891
49.000000, 22.877752
49.000000, 23.138974
23.000000, 23.137585
48.000000, 23.386209
49.000000, 23.642347
49.000000, 23.895923
49.000000, 24.146964
49.000000, 24.395494
49.000000, 24.641539
50.000000, 24.895124
50.000000, 25.146173
50.000000, 25.394711
50.000000, 25.640764
50.000000, 25.884356
50.000000, 26.125513
49.000000, 26.354258
50.000000, 26.590715
2.000000, 26.344808
4.000000, 26.121360
50.000000, 26.360146
48.000000, 26.576545
49.000000, 26.800779
49.000000, 27.022771
49.000000, 27.242544
49.000000, 27.460118
46.000000, 27.645517
48.000000, 27.849062
42.000000, 27.990571
13.000000, 27.840666
47.000000, 28.032259
49.000000, 28.241936
50.000000, 28.459517
50.000000, 28.674922
50.000000, 28.888173
7.000000, 28.669291
50.000000, 28.882598
50.000000, 29.093772
50.000000, 29.302834
50.000000, 29.509806
50.000000, 29.714708
50.000000, 29.917561
51.000000, 30.128385
50.000000, 30.327101
50.000000, 30.523830
50.000000, 30.718592
51.000000, 30.921406
50.000000, 31.112192
51.000000, 31.311070
50.000000, 31.497959
50.000000, 31.682980
36.000000, 31.726150
50.000000, 31.908889
50.000000, 32.089800
50.000000, 32.268902
50.000000, 32.446213
49.000000, 32.611751
50.000000, 32.785633
50.000000, 32.957777
50.000000, 33.128199
50.000000, 33.296917
50.000000, 33.463948
49.000000, 33.619308
50.000000, 33.783115
50.000000, 33.945284
50.000000, 34.105831
11.000000, 33.874773
51.000000, 34.046025
51.000000, 34.215565
51.000000, 34.383409
51.000000, 34.549575
50.000000, 34.704079
50.000000, 34.857039
50.000000, 35.008468
50.000000, 35.158384
50.000000, 35.306800
49.000000, 35.443732
46.000000, 35.549294
50.000000, 35.693801
49.000000, 35.826863
49.000000, 35.958595
50.000000, 36.099009
51.000000, 36.248019
50.000000, 36.385539
50.000000, 36.521683
50.000000, 36.656466
50.000000, 36.789902
50.000000, 36.922003
50.000000, 37.052783
50.000000, 37.182255
50.000000, 37.310432
50.000000, 37.437328
48.000000, 37.542955
34.000000, 37.507525
49.000000, 37.622450
22.000000, 37.466225
50.000000, 37.591563
50.000000, 37.715647
50.000000, 37.838491
51.000000, 37.970106
50.000000, 38.090405
51.000000, 38.219501
51.000000, 38.347306
51.000000, 38.473833
50.000000, 38.589095
51.000000, 38.713204
50.000000, 38.826072
51.000000, 38.947811
50.000000, 39.058333
50.000000, 39.167749
50.000000, 39.276072
51.000000, 39.393311
51.000000, 39.509378
51.000000, 39.624284
51.000000, 39.738042
51.000000, 39.850661
51.000000, 39.962154
51.000000, 40.072533
51.000000, 40.181808
51.000000, 40.289990
51.000000, 40.397090
51.000000, 40.503119
51.000000, 40.608088
51.000000, 40.712007
26.000000, 40.564887
51.000000, 40.669238
51.000000, 40.772545
51.000000, 40.874820
51.000000, 40.976072
51.000000, 41.076311
51.000000, 41.175548
51.000000, 41.273792
52.000000, 41.381054
52.000000, 41.487244
49.000000, 41.562372
50.000000, 41.646748
51.000000, 41.740280
51.000000, 41.832878
51.000000, 41.924549
52.000000, 42.025303
51.000000, 42.115050
51.000000, 42.203900
52.000000, 42.301861
51.000000, 42.388842
52.000000, 42.484954
51.000000, 42.570104
52.000000, 42.664403
52.000000, 42.757759
52.000000, 42.850181
52.000000, 42.941680
51.000000, 43.022263
51.000000, 43.102040
51.000000, 43.181020
51.000000, 43.259210
51.000000, 43.336618
52.000000, 43.423251
52.000000, 43.509019
52.000000, 43.593929
52.000000, 43.677989
52.000000, 43.761209
52.000000, 43.843597
51.000000, 43.915161
52.000000, 43.996010
52.000000, 44.076050
2.000000, 43.655289
51.000000, 43.728736
46.000000, 43.751449
47.000000, 43.783934
45.000000, 43.796095
48.000000, 43.838134
46.000000, 43.859753
52.000000, 43.941155
51.000000, 44.011744
52.000000, 44.091626
52.000000, 44.170710
51.000000, 44.239003
52.000000, 44.316613
52.000000, 44.393447
51.000000, 44.459512
51.000000, 44.524917
52.000000, 44.599668
52.000000, 44.673671
52.000000, 44.746935
52.000000, 44.819465
52.000000, 44.891271
52.000000, 44.962358
51.000000, 45.022734
51.000000, 45.082507
51.000000, 45.141682
51.000000, 45.200265
50.000000, 45.248262
51.000000, 45.305780
51.000000, 45.362722
51.000000, 45.419095
52.000000, 45.484904
52.000000, 45.550055
50.000000, 45.594554
51.000000, 45.648609
50.000000, 45.692123
50.000000, 45.735201
49.000000, 45.767849
38.000000, 45.690171
27.000000, 45.503269
31.000000, 45.358237
39.000000, 45.294654
26.000000, 45.101708
47.000000, 45.120691
42.000000, 45.089484
46.000000, 45.098589
42.000000, 45.067603
44.000000, 45.056927
51.000000, 45.116358
52.000000, 45.185194
52.000000, 45.253342
52.000000, 45.320809
51.000000, 45.377601
52.000000, 45.443825
52.000000, 45.509386
52.000000, 45.574292
52.000000, 45.638550
52.000000, 45.702164
51.000000, 45.755142
51.000000, 45.807591
51.000000, 45.859515
51.000000, 45.910920
50.000000, 45.951811
51.000000, 46.002293
51.000000, 46.052270
51.000000, 46.101747
51.000000, 46.150730
51.000000, 46.199222
52.000000, 46.257230
52.000000, 46.314658
52.000000, 46.371511
52.000000, 46.427796
52.000000, 46.483518
52.000000, 46.538683
52.000000, 46.593296
52.000000, 46.647363
52.000000, 46.700889
52.000000, 46.753881
52.000000, 46.806342
52.000000, 46.858278
52.000000, 46.909696
52.000000, 46.960599
51.000000, 47.000993
52.000000, 47.050983
52.000000, 47.100473
52.000000, 47.149468
52.000000, 47.197973
52.000000, 47.245994
52.000000, 47.293534
52.000000, 47.340598
52.000000, 47.387192
52.000000, 47.433321
52.000000, 47.478987
52.000000, 47.524197
52.000000, 47.568955
52.000000, 47.613266
52.000000, 47.657133
